CC_Utilization,Transaction_to_Balance_Ratio,Loan_to_Balance_Ratio,Age,Account_Age_Years,Account Balance,Credit Limit,Credit Card Balance,Loan Amount,Transaction Amount,Transaction Type,Interest Rate,Rewards Points,Days_Since_Last_Transaction,Account Balance After Transaction,Anomaly,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster,KMeans_Segment
0.4460500235620834,0.0663117224421427,2.7352358123732645,48,1.1,9695.42,5559.78,2479.94,26519.26,642.92,Withdrawal,3.68,2928,271,10338.34,1,2,0,0,Mainstream / Balanced
0.3965287178391655,0.0206576677764852,2.1521982430101487,37,2.9,9971.6,9315.29,3693.78,21460.86,205.99,Transfer,7.41,5456,35,9765.61,1,2,0,0,Mainstream / Balanced
0.0752882925197103,0.5237672773465725,6.524540824650957,27,11.3,6864.48,6365.93,479.28,44787.58,3595.39,Deposit,5.88,3616,168,3269.09,1,2,0,0,Mainstream / Balanced
0.5538896866289383,0.6922022328917683,14.459154277780993,28,19.4,3457.4,8287.3,4590.25,49991.08,2393.22,Withdrawal,4.66,9195,301,1064.18,-1,2,0,0,Mainstream / Balanced
0.9741383235441424,0.5451622919977349,0.4967178566862111,35,15.0,8759.52,5051.49,4920.85,4351.01,4775.36,Deposit,2.92,4132,215,13534.88,1,2,0,2,Mainstream / Balanced
2.335846320735689,0.7239409855504291,5.604933072871139,51,19.5,6578.05,1834.47,4285.04,36869.53,4762.12,Withdrawal,6.45,8052,224,1815.93,1,0,0,2,Credit-Stressed / Over-Limit
0.0584856242421055,1.2096087198875478,5.765574257185788,45,16.1,3300.96,3042.97,177.97,19031.93,3992.87,Transfer,7.07,130,134,-691.91,-1,2,0,0,Mainstream / Balanced
0.3719979284411519,0.2380184793594279,0.8375376859109085,55,11.1,9330.41,2220.55,826.04,7814.57,2220.81,Withdrawal,8.06,2892,120,7109.6,1,2,0,0,Mainstream / Balanced
0.0642003646268173,0.2117628710139247,2.7815466811699685,33,14.5,7501.74,8216.62,527.51,20866.44,1588.59,Deposit,9.92,1801,62,5913.15,1,2,0,0,Mainstream / Balanced
0.2285215452955331,0.2210037093606807,10.890067641283002,41,3.9,4583.0,9313.17,2128.26,49909.18,1012.86,Transfer,3.08,6734,18,5595.86,1,2,0,0,Mainstream / Balanced
0.0619704664122087,0.2544103003396051,4.026733573071621,56,7.2,4599.46,3075.82,190.61,18520.8,1170.15,Transfer,1.14,466,88,5769.61,1,2,0,0,Mainstream / Balanced
1.2108823453905988,0.4971731047853898,1.465163072344621,68,1.9,9959.69,3895.3,4716.75,14592.57,4951.69,Withdrawal,5.5,6101,334,14911.38,-1,0,0,2,Credit-Stressed / Over-Limit
0.3820061115754283,0.6991146716073816,11.17513922078469,29,10.5,3799.72,7657.6,2925.25,42462.4,2656.44,Transfer,9.32,71,327,6456.16,1,2,0,0,Mainstream / Balanced
0.5790333935294298,0.0689742098119061,42.2037618770603,67,3.6,1031.4,4900.65,2837.64,43528.96,71.14,Deposit,3.24,7405,326,1102.54,1,2,0,0,Mainstream / Balanced
0.2689406821564072,0.0425313342268436,3.241047100755556,59,3.7,5431.76,8291.94,2230.04,17604.59,231.02,Transfer,7.8,5695,201,5200.74,1,2,0,0,Mainstream / Balanced
0.4369527711603773,0.2595061432992553,1.7646584786107544,24,21.0,8860.06,3866.07,1689.29,15634.98,2299.24,Withdrawal,3.88,6865,9,6560.82,1,2,0,0,Mainstream / Balanced
0.4212616712681951,0.377622627086253,5.557699919310315,53,5.2,5886.75,5748.09,2421.45,32716.79,2222.97,Withdrawal,4.52,257,98,3663.78,1,2,0,0,Mainstream / Balanced
0.3042178908547116,0.2557658424688457,1.3901342753695185,34,13.3,7951.57,8505.91,2587.65,11053.75,2033.74,Transfer,9.53,7360,296,9985.31,1,2,0,0,Mainstream / Balanced
0.8384301892612953,6.405528950805398,38.40503140742584,66,7.3,643.16,4149.29,3478.89,24700.58,4119.78,Deposit,5.15,1339,75,4762.94,-1,1,-1,1,Liquidity-Stressed / High-Leverage
0.1220270445899005,0.5200166700903407,1.1713162129929169,21,19.0,6766.61,6771.04,826.25,7925.84,3518.75,Transfer,7.53,5136,136,3247.86,1,2,0,0,Mainstream / Balanced
0.4219676585456028,0.6176443971855841,18.023325264134296,54,4.8,884.02,6816.02,2876.14,15932.98,546.01,Transfer,5.95,1868,104,1430.03,1,2,0,0,Mainstream / Balanced
0.6948403785610076,0.3244994142223601,2.777600647654304,50,10.2,5607.93,4167.36,2895.65,15576.59,1819.77,Withdrawal,7.88,2974,345,3788.16,1,2,0,0,Mainstream / Balanced
0.2385440486513119,0.5941705284512421,6.971121144016389,36,9.2,5027.9,7692.29,1834.95,35050.1,2987.43,Transfer,3.86,9311,302,2040.47,1,2,0,0,Mainstream / Balanced
0.8375080338376557,0.2027822285731196,1.567553913341253,43,21.9,9461.48,5756.9,4821.45,14831.38,1918.62,Deposit,8.89,5682,64,11380.1,1,2,0,2,Mainstream / Balanced
0.5870337659718294,0.7435454158991073,31.90186339804449,28,5.2,1411.4,6346.33,3725.51,45026.29,1049.44,Deposit,5.94,8898,195,361.96,1,2,0,0,Mainstream / Balanced
0.7871219806067802,16.209424623633737,253.50206228088263,48,13.2,193.96,4514.98,3553.84,49169.26,3143.98,Deposit,3.78,4919,352,-2950.02,1,1,1,1,Liquidity-Stressed / High-Leverage
2.4124622848995925,2.06548797446243,3.4059363889821284,18,15.6,1459.81,1809.62,4365.64,4972.02,3015.22,Deposit,1.34,9222,228,4475.03,1,0,0,2,Credit-Stressed / Over-Limit
0.2326033094720081,2.722529176140649,11.444047173447895,57,8.5,1789.99,7285.15,1694.55,20484.73,4873.3,Deposit,1.12,6577,141,-3083.31,1,2,0,0,Mainstream / Balanced
0.2601633376067958,1.0873522650753475,6.110715087344525,53,14.0,2584.02,4087.24,1063.35,15790.21,2809.74,Transfer,4.18,697,271,-225.72,1,2,0,0,Mainstream / Balanced
0.3383794634240494,0.5352597137114444,2.2336480859012555,46,5.6,8169.38,6476.25,2191.43,18247.52,4372.74,Deposit,2.94,4225,188,3796.64,1,2,0,0,Mainstream / Balanced
0.3257890822808964,1.2389301300925055,3.654907703230387,42,10.7,3831.12,9170.78,2987.74,14002.39,4746.49,Deposit,1.47,8866,17,8577.61,1,2,0,0,Mainstream / Balanced
0.3274325786020226,0.2587487386478305,2.344699946578026,64,8.2,8423.5,8514.73,2788.0,19750.58,2179.57,Transfer,5.98,7888,8,10603.07,1,2,0,0,Mainstream / Balanced
0.1653877727435763,0.0981107748509213,2.83986175527819,66,2.5,2792.15,6663.31,1102.03,7929.32,273.94,Transfer,9.9,4072,209,3066.09,1,2,0,0,Mainstream / Balanced
0.4408997377843268,0.0842336321954298,1.7067508492509884,35,1.5,8619.36,3047.11,1343.47,14711.1,726.04,Deposit,4.8,1434,244,7893.32,1,2,0,0,Mainstream / Balanced
0.8196752954676659,14.01893392559689,209.012104386452,20,7.1,180.1,5646.98,4628.69,37643.08,2524.81,Deposit,5.97,6763,194,2704.91,1,1,1,1,Liquidity-Stressed / High-Leverage
0.0927157617480891,0.4775350463542168,1.909588425881372,35,1.8,9351.9,4373.69,405.51,17858.28,4465.86,Withdrawal,2.98,1807,167,4886.04,1,2,0,0,Mainstream / Balanced
0.3988046541583129,0.4373721761874673,1.493998709572275,24,21.1,7485.89,6319.51,2520.25,11183.91,3274.12,Deposit,2.84,7430,196,10760.01,1,2,0,0,Mainstream / Balanced
0.3130225362403901,0.2425663456783635,1.5082930604892943,45,21.5,4186.03,7582.01,2373.34,6313.76,1015.39,Deposit,3.96,2695,193,3170.64,1,2,0,0,Mainstream / Balanced
0.2543469261022563,0.6032392075135583,3.104088644031075,34,19.4,5815.62,7536.36,1916.85,18052.2,3508.21,Withdrawal,8.52,2170,208,9323.83,1,2,0,0,Mainstream / Balanced
2.590172279296074,0.478977430338004,3.483720990010571,42,7.0,9336.87,1512.66,3918.05,32527.05,4472.15,Transfer,9.65,1024,41,13809.02,1,0,0,2,Credit-Stressed / Over-Limit
1.0592191521948284,0.027411011785559,2.2858598856383203,35,15.8,5867.35,4355.01,4612.91,13411.94,160.83,Transfer,7.66,2512,155,5706.52,1,2,0,2,Mainstream / Balanced
1.1055149707900542,0.5170198448470691,9.183834638971064,69,10.0,2362.83,4510.45,4986.37,21699.84,1221.63,Transfer,1.19,7899,84,3584.46,1,2,0,2,Mainstream / Balanced
0.2285329132826144,0.1341725216366771,8.259194829722167,57,14.7,5771.45,2685.39,613.7,47667.53,774.37,Deposit,4.95,3175,169,6545.82,1,2,0,0,Mainstream / Balanced
0.039828848219895,0.4494696545220589,3.2158495209875184,60,19.2,8727.33,5380.02,214.28,28065.78,3922.67,Withdrawal,4.79,8789,95,12650.0,1,2,0,0,Mainstream / Balanced
0.3919664671477142,0.4514563450877148,2.7405503379490166,20,3.7,9875.75,3511.78,1376.5,27064.99,4458.47,Withdrawal,9.42,9703,178,14334.22,1,2,0,0,Mainstream / Balanced
0.8269664173859942,0.4721254177702373,3.584786533433519,42,20.2,5882.42,4126.54,3412.51,21087.22,2777.24,Deposit,7.71,31,303,3105.18,1,2,0,2,Mainstream / Balanced
0.3287076612051341,2.5855054269329445,17.237694178159412,24,2.5,1640.89,6153.34,2022.65,28285.16,4242.53,Deposit,7.43,4147,220,-2601.64,1,2,0,0,Mainstream / Balanced
0.2700271936311728,0.4248024960111622,6.3619603764687644,64,17.5,7740.35,8627.02,2329.53,49243.8,3288.12,Deposit,6.08,7328,139,4452.23,1,2,0,0,Mainstream / Balanced
1.0292835750802276,0.3297012263501788,1.3477754974712672,27,10.8,9969.42,4854.94,4997.11,13436.54,3286.93,Deposit,6.81,4710,248,6682.49,1,2,0,2,Mainstream / Balanced
0.4191564252577627,0.6061265399874712,9.846412612236374,61,21.1,4789.0,5861.01,2456.68,47154.47,2902.74,Transfer,7.29,6998,159,1886.26,1,2,0,0,Mainstream / Balanced
0.5610745511874347,0.0665794637017658,2.1299272881160314,61,2.1,3898.95,8157.08,4576.73,8304.48,259.59,Withdrawal,5.97,7527,9,3639.36,1,2,0,0,Mainstream / Balanced
0.4228770886021337,0.8412427106374423,1.1569906064175115,68,17.4,5569.76,4867.49,2058.35,6444.16,4685.52,Withdrawal,8.6,233,299,10255.28,1,2,0,0,Mainstream / Balanced
0.491719619987309,1.0312559568851485,19.107556074145528,36,5.1,1731.19,4475.64,2200.76,33078.81,1785.3,Withdrawal,1.33,3505,64,3516.49,1,2,0,0,Mainstream / Balanced
0.5515770026582473,0.4132338243936882,1.3697166753639212,32,8.7,9715.71,6993.33,3857.36,13307.77,4014.86,Transfer,9.47,6390,38,5700.85,1,2,0,0,Mainstream / Balanced
1.311043628250885,0.4823876630898707,2.7114938847623256,38,12.8,8399.51,3437.91,4507.25,22775.22,4051.82,Transfer,7.96,6264,337,12451.33,1,0,0,2,Credit-Stressed / Over-Limit
3.235290840205037,3.962834705114844,30.159837848039984,38,9.3,1218.61,1256.36,4064.69,36753.08,4829.15,Withdrawal,5.76,7027,50,6047.76,1,0,-1,2,Credit-Stressed / Over-Limit
1.0667647191926506,0.1734534929586699,2.877150812526239,54,6.9,9456.31,2209.7,2357.23,27207.23,1640.23,Transfer,8.74,2290,101,11096.54,1,2,0,2,Mainstream / Balanced
1.003086703607477,0.5286270485938492,0.1774153028807779,45,11.3,9433.91,3479.44,3490.18,1673.72,4987.02,Transfer,8.45,4252,144,4446.89,1,2,0,2,Mainstream / Balanced
0.159210364300528,0.4671757567506521,4.946400116339873,62,9.0,3231.91,8283.82,1318.87,15986.32,1509.87,Withdrawal,4.77,5608,355,1722.04,1,2,0,0,Mainstream / Balanced
0.1333231995909653,0.3631650001364473,0.6693383588757381,49,10.1,6229.51,2894.62,385.92,4169.65,2262.34,Deposit,8.56,6192,88,8491.85,1,2,0,0,Mainstream / Balanced
0.1199641666856461,2.953847568263308,38.76370489857665,58,23.0,1196.47,6586.05,790.09,46379.61,3534.19,Withdrawal,2.7,2828,74,-2337.72,-1,1,0,0,Liquidity-Stressed / High-Leverage
0.031805388549003,0.8392055619235342,42.78329708941713,44,10.0,933.49,3783.95,120.35,39937.78,783.39,Deposit,5.22,4647,361,1716.88,1,2,0,0,Mainstream / Balanced
1.4531825165909311,0.2642582437640224,9.710038143009646,40,10.9,5067.77,1529.45,2222.57,49208.24,1339.2,Transfer,3.09,1429,184,6406.97,1,0,0,2,Credit-Stressed / Over-Limit
0.3861682027215499,6.15618188269884,74.97401192950441,27,17.3,591.81,8489.28,3278.29,44370.37,3643.29,Deposit,2.12,8769,280,-3051.48,1,1,-1,1,Liquidity-Stressed / High-Leverage
0.0177768181271851,0.5560941535799522,2.7725234351013475,57,10.9,8761.43,9401.57,167.13,24291.27,4872.18,Deposit,9.05,43,340,13633.61,1,2,0,0,Mainstream / Balanced
0.1037810295584459,0.3947690280292933,4.763847228831607,58,22.9,9288.14,2496.41,259.08,44247.28,3666.67,Deposit,4.3,9399,345,5621.47,-1,2,0,0,Mainstream / Balanced
0.4660303984222743,5.627954014589014,44.30139757023736,23,22.5,766.33,5587.79,2604.08,33949.49,4312.87,Deposit,7.16,9171,166,-3546.54,1,1,-1,1,Liquidity-Stressed / High-Leverage
1.3083201978400236,0.3468633387312539,47.00658311624305,41,16.7,568.12,3590.78,4697.89,26705.38,197.06,Transfer,4.38,6392,166,765.18,1,0,-1,2,Credit-Stressed / Over-Limit
0.1188295729995595,1.2606062721418476,8.360089701750406,35,20.8,2292.04,5948.94,706.91,19161.66,2889.36,Withdrawal,5.9,150,269,5181.4,1,2,0,0,Mainstream / Balanced
0.4633363197832275,0.4911917254332682,3.692796179911224,27,20.4,9306.59,7321.96,3392.53,34367.34,4571.32,Withdrawal,4.13,8470,269,4735.27,1,2,0,0,Mainstream / Balanced
0.3318415891385608,0.4427659453096234,3.878595765203728,32,5.6,7713.24,9860.94,3272.27,29916.54,3415.16,Deposit,7.68,9401,87,4298.08,1,2,0,0,Mainstream / Balanced
0.3699268484372166,0.498070565942804,4.574599144075688,62,13.9,6797.33,4135.25,1529.74,31095.06,3385.55,Withdrawal,8.08,6486,316,10182.88,1,2,0,0,Mainstream / Balanced
0.1153376209697028,0.1314142083577366,2.6447679376920155,60,19.8,7785.84,3290.08,379.47,20591.74,1023.17,Withdrawal,4.87,8687,276,6762.67,1,2,0,0,Mainstream / Balanced
0.4342117080194159,2.075886100962975,17.942009427323814,51,19.9,2074.82,7014.85,3045.93,37226.44,4307.09,Withdrawal,8.74,2220,359,6381.91,1,2,0,0,Mainstream / Balanced
0.2580914129068997,1.6387195006476734,1.8884032391240129,25,13.6,2640.22,8587.19,2216.28,4985.8,4326.58,Withdrawal,4.2,8979,219,6966.8,1,2,0,0,Mainstream / Balanced
1.2467448385008273,0.9474128684674468,11.274946679323907,67,16.5,3244.52,1251.09,1559.79,36581.79,3073.9,Transfer,7.86,8122,353,170.62,-1,0,0,2,Credit-Stressed / Over-Limit
2.8059967771639043,0.3511933203615675,6.043742764956529,52,11.2,6090.15,1390.08,3900.56,36807.3,2138.82,Withdrawal,6.85,987,337,8228.97,1,0,0,2,Credit-Stressed / Over-Limit
0.3249083279172584,0.673560537003094,4.293350519000617,44,10.3,6121.38,6231.45,2024.65,26281.23,4123.12,Deposit,5.1,9179,90,1998.26,1,2,0,0,Mainstream / Balanced
1.4192299023463553,1.0762555306158266,6.4200727870609,42,18.6,2165.22,2174.01,3085.42,13900.87,2330.33,Withdrawal,9.0,1932,322,4495.55,1,0,0,2,Credit-Stressed / Over-Limit
0.1923094242425152,0.930203906320644,5.978060855411881,20,22.6,4423.6,6662.18,1281.2,26444.55,4114.85,Transfer,6.15,4718,266,8538.45,1,2,0,0,Mainstream / Balanced
0.0642538184193294,0.350549688365651,1.01443040166205,38,15.9,6931.2,6093.49,391.53,7031.22,2429.73,Withdrawal,8.56,7801,222,9360.93,1,2,0,0,Mainstream / Balanced
0.0944498290456755,0.9172066484899992,4.7301586298626015,56,3.5,3165.23,8212.72,775.69,14972.04,2903.17,Deposit,7.6,8387,73,6068.4,1,2,0,0,Mainstream / Balanced
0.2248439789704936,4.417542078798896,25.546717499586883,49,3.2,847.22,8175.18,1838.14,21643.69,3742.63,Transfer,5.79,6968,268,4589.85,1,1,0,0,Liquidity-Stressed / High-Leverage
0.4320573903499991,0.6485960197842427,16.546159987537486,67,7.9,2054.16,8492.02,3669.04,33988.46,1332.32,Withdrawal,3.94,4561,280,721.84,1,2,0,0,Mainstream / Balanced
0.3112354928781046,0.7174154187465335,5.8777153817711225,38,10.7,1730.88,9408.31,2928.2,10173.62,1241.76,Deposit,9.56,714,67,2972.64,1,2,0,0,Mainstream / Balanced
